coffee_name,roaster_name,roaster_location,coffee_origin,roast_level,agtron,est_price,review_date,overall_score,h1,s1,h2,s2,h3,s3,p1,p2,p3
Costa Rica Los Nacientes Special Reserve,Green Mountain Coffee,"Waterbury, Vermont","Alajuela Province, Costa Rica.",Medium,44/63,$17.95 / 12 oz.,March 2010,88,Review Date:,March 2010,Aroma:,8,Acidity:,7,"Blind Assessment: Sweet, round aroma with muted notes of nut and chocolate. In the cup restrained acidity and a soft, fruit-toned flavor that with patience yields suggestions of bittersweet chocolate, honey and cedar. The bittersweet chocolate note carries into a pleasant though short finish.","Notes: This coffee is one of Green Mountain's ""Special Reserve"" series of select small lots of seasonally available coffees. Green Mountain Coffee Roasters is one of the country's leading specialty roasters, offering a particularly wide-ranging variety of origins and roast styles, including this blend. Visit www.GreenMountainCoffee.com or call 888-879-4627 for more information.","Who Should Drink It: Hints of chocolate complicate a gentle, straightforward cup."
Spring Revival Blend,Green Mountain Coffee,"Waterbury, Vermont",Not disclosed.,Very Dark,0/45,$8.49 / 10 oz.,March 2010,90,Review Date:,March 2010,Aroma:,8,Acidity:,8,"Blind Assessment: Sweet-toned, fresh aroma, with hints of orangy fruit, dry berry, dark chocolate. In the cup very soft acidity, plush mouthfeel, and an almost sugary sweetness with continued hints of dry berry. The sweetness carries into the finish, where a suggestion of the chocolate revives.","Notes: Evaluated pre-ground. A seasonal blend of coffees only available for a limited time. Certified Fair Trade, meaning all coffees in the blend were purchased from small-holding farmers at a ""fair"" or economically sustainable price. Green Mountain Coffee Roasters is one of the country's leading specialty roasters, offering a particularly wide-ranging variety of origins and roast styles, including this blend. Visit www.GreenMountainCoffee.com or call 888-879-4627 for more information.","Who Should Drink It: Suavely spring-like - true, no flowers, but plenty of springtime sweetness."
Chachuda ML,Cuvee Coffee,"Spicewood, Texas","San Antonio De La Balsa, Peru.",Medium-Light,55/68,$14.63 / 12 oz.,March 2010,89,Review Date:,March 2010,Aroma:,8,Acidity:,8,"Blind Assessment: Sweet-toned aroma with notes of toast, aromatic wood, nut, and a mild fruitiness. The fruit note becomes more pronounced in the cup, reading as stone fruit, along with continued sweetness and hints of chocolate and continued aromatic wood. The finish settles just on the bracingly rich side of astringent. ","Notes: This coffee is the result of a relationship Cuvee has developed with Flora y Fauna, a Peruvian farmers group that consists of forty individually owned farms. ML stands for Micro Lot and is a distinction used by Cuvee to represent the highest quality coffee from this project. Cuvee Coffee is a small-batch, artisan roasting company located in Texas about twenty miles west of Austin. Visit www.cuveecoffee.com or call 866-688-6608 for more information.","Who Should Drink It: An uncomplicated, sweetly rounded cup."
Sweet Heart Blend,Jim's Burger Cafe,"Taipei City, Taiwan",Sumatra; Kenya; Brazil; Costa Rica; Burundi.,Medium-Dark,42/52,NA,March 2010,88,Review Date:,March 2010,Aroma:,8,Body:,7							,"Blind Assessment: Deeply chocolaty and toasty aroma, with a faint hint of flowers. Simplifies in the small cup, with flavor notes settling toward aromatic wood and a mild smokiness. Aromatic wood and bittersweet chocolate in the finish. Rounds, sweetens and develops impressive complexity in two parts milk: milk chocolate, caramel, toast, a suggestion of cinnamon.","Notes: Located in Taipei City, Taiwan, Jim's Burger Cafe is a burger shop that specializes in breakfast fare including their Sweet Heart espresso blend.  Their motto: ""Relax awhile, Enjoy our style, Jim's Burger!""Call 011-886-2-29335200 for more information.",Who Should Drink It: Definitely an espresso-with-milk blend.
O Sole Mio,Caldi Coffee,"Tao-yuan City, Taiwan",Not disclosed.,Dark,33/48,NA,March 2010,91,Review Date:,March 2010,Aroma:,9,Body:,8							,"Blind Assessment: A rather original espresso. In the small cup full, syrupy mouthfeel and very complex flavor balancing savory and sweet tendencies: aromatic wood and butter on the savory side, hints of dark chocolate, dried fruit, flowers, banana on the sweet. The complexity carries into a rich finish. Two parts hot milk predictably fattens and sweetens the dark chocolate, but the aromatic wood and butter suggestions maintain their complicating presence.","Notes: Caldi Coffee is a small coffeehouse located in Tao-yuan City, Taiwan that devotes itself to providing ""splendid coffee"" at affordable prices. Visit www.caldicafe.url.tw/yellowpage/index.html or call 011-886-3-3364965 for more information.",Who Should Drink It: Leans more toward the brandy and cigar side of espresso expression than the fountain and dessert side.
Ethiopia Sidama ARDI,PT's Coffee Roasting Co.,"Topeka, Kansas","Sidamo Province, southern Ethiopia.",Light,64/95,$17.99 / 16 oz.,March 2010,92,Review Date:,March 2010,Aroma:,9,Acidity:,8,"Blind Assessment: Intense floral aroma with suggestions of blueberry, grapefruit, orange, honey and sweet pipe tobacco. Bright-toned acidity, medium body, silky mouthfeel and big flowery and fruit flavors carrying from aroma into cup: lemon fading to dried apricot, tangerine, dried plum, milky chocolate. Flavors soften in the finish but linger deeply and sweetly.","Notes: Grown in the Guji region of Sidamo (also Sidama) Province, this Ethiopian coffee is a dry- or ""natural-"" processed coffee, meaning the beans were dried inside the fruit rather than after the fruit is removed, as is the case with the wet-processed or ""washed"" coffees. The name Ardi refers to the oldest human skeleton found in, of course, Ethiopia. This coffee won first place at this year's Ethiopia Taste of Harvest Competition. Roasted at PT's Coffee, where the motto is ""without the love, it's just coffee.""","Who Should Drink It: Lovely floral, fruit and chocolate complications combine seamlessly in the cup."
Puerto Rican Mountain Grown,Uncle Beanz,"Amboy, New Jersey",Puerto Rico.,Medium-Dark,43/51,$14.99 / 12 oz.,March 2010,87,Review Date:,March 2010,Aroma:,7,Acidity:,7,"Blind Assessment: Straightforward aroma with good intensity, exhibiting aromatic pine wood and a soft but pungent suggestion of smokiness. In the cup soft acidity, full body, smooth mouthfeel and round sweet flavors of toasted nut, mild roastiness and caramelized sugars. The roasty note turns toward pungency in the finish, distracting slightly from the sweetness.","Notes: This coffee was imported from a farm owned by a friend and neighbor of Uncle Beanz. Uncle Beanz is a small-batch roaster whose motto is ""Turn the routine into an everyday indulgence."" Visit www.unclebeanz.com or call 877-992-3269 for more information.",Who Should Drink It: A smooth darker-roasted cup that most likely will take well to whitener.
100% Hawaiian Coffee Hamakua Estate,Javaloha,"Pa'auilo, Hawaii","Hamakua district, northeastern coast of the Big Island of Hawaii.",Medium-Dark,43/54,$30 / 16 oz.,March 2010,88,Review Date:,March 2010,Aroma:,8,Acidity:,7,"Blind Assessment: Tart, grapefruity pungency, hints of sweet cocoa and nut in both aroma and cup. Subdued acidity, lean but silky mouthfeel, good flavor persistence into the finish. A very slight salty astringency shadows an otherwise impressive cup.","Notes: Javaloha coffee is grown at an elevation of 2,000 feet on the northern slope of Mauna Kea, or White Mountain, along the Hamakua Coast on the northeastern side of Hawaii's Big Island. Visit www.javaloha.com or call 808-936-2833 for more information.","Who Should Drink It: Aficionados interested in an emerging new Hawaii growing region; those who enjoy a richly tart, slightly savory cup."
Haiti Ranquitte EcoCafe,Clive Coffee,"Portland, Oregon","Ranguitte, Haiti",Medium-Light,62/77,$19.95 / 12 oz.,March 2010,88,Review Date:,March 2010,Aroma:,8,Acidity:,7,"Blind Assessment: Sweetly rounded aroma with hints of flowers, chocolate, nut. In the cup a low-toned, subdued acidity, medium body, continued sweet chocolate and nut notes, with a hint of malty mustiness. Clean, simple finish with some carryover of the chocolate nuance.","Notes: Clive Coffee is a small roasting company based in Portland that is ""completely devoted to fresh, beautiful coffee."" This coffee was supplied by EcoCafe Haiti, a newly formed coffee cultivation and processing organization aimed at promoting economic self-sufficiency in rural Haiti. Visit www.clivecoffee.com or call 800-520-2890 for more information.","Who Should Drink It: A Haitian coffee with an admirable cause and a characteristically Haitian chocolate-toned, low-acid cup."
Jamaica Blue Mountain,Barnie's Coffee & Tea,"Orlando, Florida","Blue Mountain growing region, eastern Jamaica.",Medium,39/70,$45.99 / 16 oz.,March 2010,88,Review Date:,March 2010,Aroma:,7,Acidity:,8,"Blind Assessment: A difficult coffee to evaluate. On the upside deep-toned, rich, syrupy in mouthfeel, with a sweetly pungent fruit that suggests pineapple or butterscotch with perhaps a hint of dark chocolate. A very mild but distinct earthy mildew shadows and partly contributes to the richness.","Notes: Blue Mountain, grown in the lush, lovely mountains to the northeast of Kingston, Jamaica, is one of the world's best-known coffees and also one of the most expensive. Founded in 1980, Barnie's is one of the largest privately owned coffee companies in the United States, with locations in several southeastern states as well as in the Middle East and Europe. Visit www.barniescoffee.com or call 800-284-1416 for more information.",Who Should Drink It: Those who like things svelte but unkempt. I suspect that it may have been rich but imperfect coffees like this one that originally made the Blue Mountain reputation.
Kona Extra Fancy,Panache Coffee,"Portland, Oregon","Kona growing district, ""Big Island"" of Hawaii.",Medium,49/63,NA,March 2010,89,Review Date:,March 2010,Aroma:,8,Acidity:,8,"Blind Assessment: An agreeable, easy-drinking coffee. Hints of fruit and flowers in the aroma; the fruit develops an orangy character in the cup, supported by a caramel-like sweetness and balanced acidity. Simple, gently sweet short finish; a slightly distracting pungent tone develops in the long.","Notes: Coffee Bean International has worked with Healani Farm for many years to help improve coffee quality. Panache Coffee is the flagship brand of Coffee Bean International, a large Portland based specialty coffee wholesale roaster that was founded in 1972. Panache coffees are available at independent coffeehouses throughout the United States. Visit www.coffeebeanintl.com or call 800-877-0474 for more information.",Who Should Drink It: A sweet-toned all-day coffee with subtle floral and fruit notes.
Dominican Republic Jamamucito Las Aromas,Flamenco Organic Coffee,"Minneapolis, Minnesota",Dominican Republic,Medium-Dark,41/57,$11.99 / 16 oz.,March 2010,90,Review Date:,March 2010,Aroma:,8,Acidity:,8,"Blind Assessment: Sweet, richly roasty, cocoa-toned aroma. In the cup smooth mouthfeel, soft acidity and roasty pungency with suggestions of nut and toasted grain and, as the cup cools, black currant and butterscotch. The dominant flavor notes linger in a long, dry finish.","Notes: Flamenco Organic is a Minneapolis-based microroaster that focuses on organic and Fair Trade certified coffees. This particular coffee is part of their Flamenco Direct program, a ""farmer to roaster relationship"" coffee. Visit www.flamencoorganic.com or call 612-728-7208 for more information.",Who Should Drink It: A subtly complex darker roasted cup.
Hawaiian Maui Yellow Caturra,Barrington Coffee Roasting Co.,"Lee, Massachusetts","Kaanapali district, near Lahaina, West Maui, Hawaii",Light,60/86,$14.95 / 16 oz.,March 2010,90,Review Date:,March 2010,Aroma:,8,Acidity:,8,"Blind Assessment: Soft, floral-toned aroma with round citrus notes and honey-like sweetness. In the cup, delicately silky mouthfeel and subtle yet complex flavors suggesting citrus, plum, nut, and more flowers with hints of caramel and toast that linger quietly into the long finish.","Notes: Produced on the Maui Grown Coffee farm, a slimmed-down revival of the older, larger, now-defunct Kaanapali Coffee estate. Barrington Coffee is an artisan roaster dedicated to elite coffees, fresh delivery and roasting that foregrounds the coffee and not the roast.  Visit www.barringtoncoffee.com or call 800-528-0998 for more information.","Who Should Drink It: Those who enjoy the refreshing natural sweetness and delicate fruit-floral tones of a light-roasted, very pure coffee."
Kona Fancy Natural,Hula Daddy,"Holualoa, Hawaii","Holualoa, North Kona growing district, Hawaii.",Light,59/94,$79.95 / 16 oz.,March 2010,91,Review Date:,March 2010,Aroma:,8,Acidity:,8,"Blind Assessment: Complications of fruit ferment are rich and complex in both aroma and cup: Deep, sweet, chocolaty molasses and moist pipe tobacco, a round apricot-like fruit, and a powerful suggestion of dusk flowers extend from aroma through a deeply flavor-saturated finish. The richness fades a bit as the cup cools, revealing a shadow composty edge to the ferment, but the main impression of opulence persists.","Notes: This coffee is a dry-processed or ""natural"" coffee, meaning the beans were dried inside the fruit rather than after the fruit is removed, as is the case with wet-processed or ""washed"" coffees. Hula Daddy is a boutique coffee farm at the 1,400 foot level of the Mount Hualalai volcano near the northern end of the Kona growing district, five minutes above the town of Kailua-Kona. This coffee was selected and processed under the supervision of Miguel Meza, one of specialty coffee's younger visionaries. Visit www.huladaddy.com or call 888-553-2339 for more information.","Who Should Drink It: A good starter coffee for those with dollars to spare who have not yet experimented with the lush, sweet-fermented, dried-in-the-fruit coffees most closely associated with Ethiopia but now emerging from places as diverse as Kona and Costa Rica."
100% Kona Estate Grade,Moonstruck Farm,"Captain Cook, Hawaii","Kona growing district, ""Big Island"" of Hawaii.",Medium-Light,51/84,$25 / 16 oz.,March 2010,91,Review Date:,March 2010,Aroma:,8,Acidity:,8,"Blind Assessment: Sweetly and gently bright in aroma and cup. A soft, lemony citrus dominates the aroma. In the cup delicate floral-toned acidity, silky mouthfeel, continued lemony character complicated by flowers and a shadow chocolaty richness. Very sweet finish; the floral note in particular lingers.","Notes: Although the package does not display the USDA organic seal, it does indicate that the coffee is organically certified by the Hawaii Organic Farmers Association. At an elevation of roughly 2000 feet, Moonstruck Farm is producing its first significant crop after reclaiming six acres of coffee land in Honaunau that reverted to jungle.Call 808-328-0707 for more information.","Who Should Drink It: A quintessentially delicate Kona, silky and subtle."
Hawaii Laka,Paradise Roasters,"Ramsey, Minnesota","Ka'u growing district, southwestern corner of the ""Big Island"" of Hawaii.",Light,66/99,$25 / 12 oz.,March 2010,92,Review Date:,March 2010,Aroma:,9,Acidity:,8,"Blind Assessment: Intense aromatically; notes suggesting baking bread, blueberry, sour cherry, prune. In the cup tangy bright-toned acidity, silky mouthfeel and elegantly round, sugary sweet suggestions of flowers, complex fruit, honey, toast. The sweet toast note lingers long into the finish.","Notes: This Ka'u grown microlot combines 15% dry- or ""natural-"" processed coffee, meaning the beans were dried inside the fruit rather than after the fruit is removed, with 85% wet-processed or ""washed"" coffee. Ka'u is a new Hawaii coffee district with a growing reputation for quality and distinction centered thirty miles or so south of the famous Kona region. Paradise Roasters prides itself on roasting and shipping coffee only after orders are placed, and has become a leading seller of competition-winning and other small-lot, elite coffees. Its metaphoric mission is to bring some paradisiacal warmth from the coffee-growing south to the cool environs of Minnesota. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","Who Should Drink It: A bright, sweetly acidy coffee for breakfasts and aficionados."
100% Ka’u Classic,Rusty's Hawaiian Coffee,"Pahala, Hawaii","Ka'u growing district, southwestern corner of the ""Big Island"" of Hawaii.",Light,52/90,$30 / 16 oz.,March 2010,92,Review Date:,March 2010,Aroma:,9,Acidity:,8,"Blind Assessment: Very sweet, complex coffee. In the aroma molasses, milk chocolate, aromatic wood, sweet tomato. In the cup rich acidity, lightly syrupy mouthfeel, almost sugary sweetness, with continued notes of molasses, chocolate, and a richly tart tomato. Clean, long finish.","Notes: Ka'u is a newly emerging Hawaii coffee growing district centered thirty miles or so south of the famous Kona region. Ka'u farmer Lorie Obra meticulously picks, processes and roasts her coffees using traditional methods and artisan attention. Visit www.rustyshawaiian.com or call 808-928-8916 for more information.","Who Should Drink It: A fine and subtly distinctive coffee, acidy yet richly sweet."
Dominican Republic Las Lagunas,Coffea Roasterie,"Sioux Falls, South Dakota",Dominican Republic,Medium-Light,54/71,$14.25 / 12 oz.,March 2010,92,Review Date:,March 2010,Aroma:,9,Acidity:,8,"Blind Assessment: Sweet, deep-toned, balanced coffee. Chocolate, citrus, nut and a hint of flowers in the aroma. In the cup richly rounded acidity, buttery mouthfeel. The soft citrus notes are more prominent in the cup, with continued complications of chocolate, nut and a bare suggestion of flowers. The citrus in particular carries into a resonant finish.",Notes: Grown and processed by the Oro Dominicano Estate in the Dominican Republic. Coffea Roasterie is a South Dakota based wholesale and retail roaster with a small but refined selection of mostly single-origin coffees. Visit www.coffearoasterie.com or call 605-362-9955 for more information.,"Who Should Drink It: A classic Caribbean cup: rich, deep, low in acidity, quietly complex."
Organic Fair-Trade Timor,Joe Van Gogh,"Hillsborough, North Carolina",East Timor.,Medium,52/69,February 2010,8,88,Aroma:,8,Acidity:,7,Body:,8							,"Blind Assessment: Earth, nut and chocolate in the balanced aroma. In the cup a lemony, slightly bitter acidity, silky, lightly syrupy mouthfeel, and a simple, crisp flavor with continued earth, nut and chocolate complications. A rich, sweet finish fades to mild astringency.","Notes: Certified organic and Fair Trade, meaning this coffee was purchased from small-holding farmers at a ""fair"" or economically sustainable price. East Timor shares the island of Timor with Indonesia. Mainly Catholic and Portuguese-speaking East Timor was much in the news in the late 1990s when it finally achieved independence from Indonesia after a complex, bloody struggle that began with its forcible annexation by its giant neighbor. Timor's coffee industry staged a persuasive recovery from the ravages of that struggle before the country experienced new political and social disorders in 2006 through 2008. Timor's coffee production is dominated by small-holding peasant farmers, and produces a cup that is an interesting variant on the sweet, earthy/pungent style of small-producer coffees elsewhere in the region. Joe Van Gogh is coffee roasting company with a focus on certified organic coffees. In addition its internet retail, the roaster runs three coffeehouses in Durham and Chapel Hill.  Visit www.joevangogh.com or call 919-644-0111 for more information.",Who Should Drink It: A Fair-Trade certified coffee from a country that has endured great hardships. Lovers of the rougher style of Sumatra should enjoy it.
Sulawesi Toraja Sapan,Wicked Joe,"Brunswick, Maine","Sulawesi, Indonesia.",Medium,46/63,February 2010,8,89,Aroma:,8,Acidity:,7,Body:,8							,"Blind Assessment: Aromatically complete, with round sweet fruitiness, earthy aromatic wood and a hint of flowers. In the cup full body and smooth mouthfeel; sweet raisiny fruit deepens to wood, earth and dark chocolate. The deeper flavor notes carry into the finish, lingering sweetly in the long.","Notes: Coffee from the Toraja region of Sulawesi, once Celebes, typically displays a wild and often earth-toned character, the result of unorthodox methods of fruit removal and drying. Wicked Joe is a micro-roaster based in Maine with a mission of providing their customers with ""epic coffee ... that is kind to both the earth and to the farmers."" Visit www.wickedjoe.com or call 888-894-2533 for more information.","Who Should Drink It: A balanced cup of its type, with sweet fruit complications overlaying earth and aromatic wood."
Sulawesi Toraja Sapan Minanga,Victrola Coffee Roasters,"Seattle, Washington","Toraja growing region, southwestern Sulawesi, Indonesia",Medium-Dark,44/56,February 2010,8,90,Aroma:,8,Acidity:,8,Body:,8							,"Blind Assessment: Aromatically intense with layers of sweet-toned earth and aromatic wood with an undercurrent of fruit. In the cup syrupy body and penetrating flavors of cedar, pungent, bittersweet chocolate and, as the cup cools, a heightened fruit sensation. Long, dry finish; the aromatic wood and earth-toned chocolate notes in particular linger.","Notes: Coffee from the Toraja region of Sulawesi, once Celebes, typically displays a wild and often earth-toned character, the result of unorthodox methods of fruit removal and drying. Victrola is a small-batch, hands-on roaster with a passionate commitment to quality and distinctiveness. Visit www.victrolacoffee.com or call 206-624-1725 for more information.","Who Should Drink It: A forceful cup, pungent and intense."
Bali Natural Kintamani Organic,Bard Coffee,"Portland, Maine","Bali, Indonesia.",Medium-Light,51/77,February 2010,8,90,Aroma:,8,Acidity:,7,Body:,9							,"Blind Assessment: Intense fermented fruit reads as sweetly pungent herb, aromatic wood, and a raisiny dark chocolate or carob. Muted acidity, syrupy mouthfeel. The unorthodox flavors carry deeply into a long, rich finish.","Notes: The exotic and colorful island of Bali produces a small volume of coffee in the interior highlands. This particular Bali is a dry- or ""natural-"" processed coffee, meaning the beans were dried inside the fruit rather than after the fruit is removed, as is the case with the wet-processed or ""washed"" coffees. Bard Coffee is a coffeehouse based in Portland, Maine that is co-owned by roaster Bob Garver of roaster Wicked Joe. Visit www.bardcoffee.com or call 207-899-4788 for more information.",Who Should Drink It: Lovers of complexly rough yet sweet-toned beverages; coffee lovers interested in variations on the fruity dry-processed coffees of Ethiopia.
Java Kayumas Estate,Orleans Coffee Exchange,"Kenner, Louisiana","East Java, Indonesia.",Medium,49/65,February 2010,8,90,Aroma:,8,Acidity:,8,Body:,8							,"Blind Assessment: Intense nut-toned aroma with complications of fruit, milky cocoa, and more faintly, earth and aromatic wood. In the cup, delicate mouthfeel, soft acidity, simple yet refined flavors of caramel, nut, and hints of flowers and pungent grapefruit. Flavor fades in the finish to a dry, bittersweet chocolate.","Notes: Most Java coffees are produced, like this one, on large government-operated estates in the mountains of East Java. These farms were established by the Dutch and are quite traditional in their procedures and operation. Founded in 1983, Orleans Coffee Exchange is a quality-oriented wholesale roaster that supplies coffee to many New Orleans coffee houses, restaurants and hotels. It survived the Katrina crisis through the passion and dedication of its owners and the loyalty of its customers, and continues to roast outstanding and distinctive coffees. Visit www.orleanscoffee.com or call 800-737-5464 for more information.",Who Should Drink It: A quietly complex everyday cup.
Organic Flores Bajawa Ngura,Joe Van Gogh,"Hillsborough, North Carolina","Island of Flores, Indonesia.",Medium-Light,56/69,February 2010,8,90,Aroma:,8,Acidity:,8,Body:,8							,"Blind Assessment: A quietly distinctive, rather delicate coffee. Low-toned aroma with crisp nut notes and hints of flowers and apricotish fruit. In the cup soft acidity, light but silky mouthfeel, ripe lemon and continued nut, apricot and floral hints. Simple, sweet finish.","Notes: Certified organically grown. Flores is an island in Indonesia, part of a chain of islands that extends east of Java and Bali. With a recent focus on quality and assistance from international aid groups, Flores is beginning to create a name for itself in specialty coffee circles. Joe Van Gogh is coffee roasting company with a focus on certified organic coffees. In addition its internet retail, the roaster runs three coffeehouses in Durham and Chapel Hill. Visit www.joevangogh.com or call 919-644-0111 for more information.",Who Should Drink It: A lightly delicate version of the Indonesia profile.
Java Estate,Our Coffee Barn,"Spring Valley, Wisconsin","East Java, Indonesia.",Medium-Light,56/79,February 2010,8,90,Aroma:,8,Acidity:,8,Body:,8							,"Blind Assessment: A deceptively complex cup. Flavor and aroma combine a subdued fruit with a sweet, toasty nuttiness, complicated by hints of butter, aromatic wood and chocolate. Roundly balanced acidity; soft, lightly syrupy mouthfeel. Fruit-toned chocolate dominates in the short finish, fading to a simple sweetness in the long.","Notes: Most Java coffees are produced, like this one, on large government-operated estates in the mountains of East Java. These farms were originally established by the Dutch and quite traditional in their procedures and operation. Our Coffee Barn is a small-batch wholesale and Internet retail roaster based in Wisconsin. Visit www.ourcoffeebarn.com or call 877-265-2652 for more information.","Who Should Drink It: An uncomplicated, comfortable coffee for long mornings that spill into afternoons."
Flores Bajawa,Orleans Coffee Exchange,"Kenner, Louisiana","Island of Flores, Indonesia.",Medium-Light,54/78,February 2010,8,90,Aroma:,8,Acidity:,8,Body:,8							,"Blind Assessment: Rich, deep, sweetly pungent. Earth notes dominate in the cup, but a foresty, rather smoky dark chocolate emerges in both aroma and cup, complicated by hints or raisiny fruit. Full mouthfeel, roundly muted acidity, impressively long finish resonating with earthy chocolate notes.","Notes: Flores is an island in Indonesia, part of a chain of islands that extends east of Java and Bali. With a recent focus on quality and assistance from international aid groups, Flores is beginning to create a name for itself in specialty coffee circles. Founded in 1983, Orleans Coffee Exchange is a quality-oriented wholesale roaster that supplies coffee to many New Orleans coffee houses, restaurants and hotels. It survived the Katrina crisis through the passion and dedication of its owners and the loyalty of its customers, and continues to roast outstanding and distinctive coffees. Visit www.orleanscoffee.com or call 800-737-5464 for more information.",Who Should Drink It: Lovers of the earthy richness of the more familiar Sumatra profile should enjoy this variation on the style.
Tri Hita Karana of Bali,The Roasterie,"Kansas City, Missouri","Central Bali, Indonesia",Light,66/99,February 2010,9,92,Aroma:,9,Acidity:,8,Body:,8							,"Blind Assessment: A light roast encourages full expression of intense, sweet-fermented fruit notes. A lush brandyish cherry is complicated in aroma by a slight edge of herb - rosemary or mint - and a lemony cocoa in the cup. Delicately crisp acidity, silky mouthfeel, surprisingly rich, long, flavor-saturated finish.","Notes: The exotic and colorful island of Bali produces a small volume of coffee in the interior highlands. This particular Bali is a dry- or ""natural-"" processed coffee, meaning the beans were dried inside the fruit rather than after the fruit is removed, as is the case with the wet-processed or ""washed"" coffees. Tri Hita Hana translates as ""The Three Causes of Happiness,"" an allusion to a traditional philosophy of spiritual, social and ecological harmony. The Roasterie is a leading, quality-oriented specialty roaster that specializes in building ongoing relationships with growers and emphasizes its commitment to ""air roasting,"" a technology utilizing a column of hot air rather than the conventional turning drum to agitate the roasting beans. Visit www.theroasterie.com or call 800-376-0245 for more information.","Who Should Drink It: An explosively complex, unapologetically sweet-fermented coffee in a light roast for lovers of this tricky coffee style."
Sulawesi Toraja,The Roasterie,"Kansas City, Missouri","Toraja growing region, southwestern Sulawesi, Indonesia",Medium,49/71,February 2010,9,94,Aroma:,9,Acidity:,8,Body:,8							,"Blind Assessment: Intense but rounded aromas suggesting grapefruit and fragrant tropical wood. The aromatic characteristics deepen in the cup, reflecting an almost juicy sweetness complicated by continued aromatic wood and pungently complex fruit notes: grapefruit, white grape, mango perhaps. Clean, rich finish, with the flavor notes softening but lingering deeply in the long.","Notes: Coffee from the Toraja region of the Indonesian island of Sulawesi, once Celebes, typically displays a wild and often earth-toned character, the result of unorthodox methods of fruit removal and drying. This coffee is a particularly elegant version of the style. The Roasterie is a leading, quality-oriented specialty roaster that specializes in building ongoing relationships with growers and emphasizes its commitment to ""air roasting,"" a technology utilizing a column of hot air rather than the conventional turning drum to agitate the roasting beans. Visit www.theroasterie.com or call 800-376-0245 for more information.",Who Should Drink It: Those who admire beverages that combine the wild and the elegant.
Espresso Parisi,Parisi Artisan Coffee,"Kansas City, Missouri",Not disclosed.,Medium-Dark,39/49,February 2010,8,88,Aroma:,8,Body:,8							,Flavor:,7,"Blind Assessment: Sweet-toned aroma shows hints of toast, aromatic wood and spicy chocolate. Straightforward in the small cup, with an intensely pungent edge and flavors leaning toward dark chocolate, nut and wood; slight bitter astringency in the finish. In two parts milk the chocolate becomes more pronounced and the wood rounder and richer, developing a touch of sweet toast and vanilla.","Notes: Parisi Artisan Coffee is the specialty coffee division of Paris Brothers Specialty Foods, a family owned business involved in many aspects of the food and beverage industry, including manufacturing, importing and distributing of a wide variety of specialty foods. Visit www.parisicoffee.com or call 877-345-5282 for more information.","Who Should Drink It: Those looking for bold, pungent, milk-mastering intensity in an espresso."
Cafetin,Parisi Artisan Coffee,"Kansas City, Missouri","Tarrazu growing region, Costa Rica.",Medium-Dark,45/55,February 2010,8,88,Aroma:,8,Acidity:,8,Body:,7							,"Blind Assessment: Sweet nutty aroma, displaying rounded hints of chocolate and aromatic wood. The aromatic notes carry seamlessly into the cup; smooth acidity and a slightly lean mouthfeel. The finish is simple and pleasing but rather short.","Notes: A single origin coffee from Costa Rica's famous Tarrazu growing region. Parisi Artisan Coffee is the specialty coffee division of Paris Brothers Specialty Foods, a family owned business involved in many aspects of the food and beverage industry, including manufacturing, importing and distributing of a wide variety of specialty foods. Visit www.parisicoffee.com or call 816-842-5282 for more information.",Who Should Drink It: A roundly sweet and nut-toned cup.
KenGua,Parisi Artisan Coffee,"Kansas City, Missouri",Kenya and Guatemala.,Medium-Dark,39/48,February 2010,8,89,Aroma:,8,Acidity:,8,Body:,8							,"Blind Assessment: Pungent aromatic notes of roasty cinnamon and a muted fruitiness. In the cup, full body, smooth acidity and continued pronounced pungency with the fruit note becoming more distinct and cherry-like. The dry finish leans toward the bitter side of bittersweet chocolate.","Notes: As the name cryptically suggests, this blend combines Kenya AA and a Guatemala from the Huehuetenango growing region. Parisi Artisan Coffee is the specialty coffee division of Paris Brothers Specialty Foods, a family owned business involved in many aspects of the food and beverage industry, including manufacturing, importing and distributing of a wide variety of specialty foods. Visit www.parisicoffee.com or call 816-842-5282 for more information.",Who Should Drink It: An intense cup with pleasing fruit complications.
Safari House Blend Tembo,Safari Cup,"Chicago, Illinois",Various Africa growing regions.,Light,58/84,February 2010,9,93,Aroma:,9,Acidity:,8,Body:,8							,"Blind Assessment: Complex aromatically: flowers and citrus mix with suggestions of rosemary, caramel, maple syrup and blueberry. Delicately silky mouthfeel, bright lemon-toned acidity and a sustained floral character complimented by honey, berries and more crisp lemon. Sweet finish, showing hints of caramel, butterscotch and a muted fruitiness.","Notes: Tembo, Safari Cup's house blend, combines various African Arabica coffees. Safari Cup is a coffee roaster that recently relocated to Chicago from Birmingham, Alabama. Safari Cup exclusively sources its coffee from Africa.  Visit www.safaricup.com or call 773-770-6162 for more information.","Who Should Drink It: A unique approach to a house blend; lightly roasted, balanced and complex."
