coffee_name,roaster_name,overall_score,roaster_location,p1,p2,p3,roast,aroma,acidity,body,flavor,aftertaste,with_milk,bean_agtron,ground_agtron,year,month,roaster_location_lat,roaster_location_lon,origin_lat,origin_lon
Kenya Medium Dark Roast,CC's Coffee,90,"Baton Rouge, Louisiana","Blind Assessment:  Seductively rich in the nose, with pineapple and orange notes, but all business in the cup: grandly and austerely acidy with pronounced dry, cabernet-like fruit. Softens and sweetens again in the finish. ","Notes: CC's Coffee is the upscale specialty line of Community Coffee, a distinguished family-owned coffee company founded in 1919.  Visit www.cc-coffee.com or call 800-535-9149 for more info.",Who Should Drink It: This austerely uncompromising Kenya should please those drinkers of traditional breakfast coffees who want something arrestingly different. ,3,8,8,8,,,,63,55,2002,9,30.4507936,-91.1391153,1.4419683,38.4313975
Kenya Grand Cru,Allegro Coffee,93,"Thornton, Colorado","Blind Assessment: A Kenya in the grandly classic mode: intense but perfectly balanced, full-bodied, voluptuous with dry red wine and cherry tones, acidy without bitterness. The tactful medium-dark roast rounds the acidity and contributes a slight roasty note.","Notes: Kenya Grand Cru is Allegro's name for its premium Kenya, comprised of lots of Kenya bought directly at the Nairobi coffee auction. Allegro is one of the country's leading and most sophisticated sellers of premium single origin coffees, committed to giving equal value to intrinsic coffee character and to environmental and social issues in its coffee sourcing. Visit www.allegrocoffee.com or call 800-277-1107 for more info.",Who Should Drink It:  Anyone who wants to know why Kenya is one of the world's premier coffee origins. The acidity is powerful but sufficiently bathed in a natural sweetness that even more timid palates should enjoy this version of the big Kenya profile.,3,9,8,8,8,,,63,55,2002,9,39.8695516,-104.985181,44.933143,7.540121
Mountain Country Viennese Roast,Coffee Express,81,"Plymouth, Michigan","Blind Assessment: Considerable disagreement surfaced between Ken and Chris over this blend's odd character contributed by seldom-used coffees like India Monsooned Malabar and wet-processed robusta. Ken rather defiantly settled on a rating of 85, admiring what he called the blend's ""sweet, complexly opulent nose and odd, overripe apricot and bittersweet chocolate notes"" but admitting he found its ""background musty tones disturbing."" Chris (rating 77) didn't buy into the exotic character at all, concluding that the musty (his term is ""earthy"") tones dominated: ""Off the mark, it strides toward a nutty baked bread aroma. The body and acidity tire down to earthy notes midway, but regain some sweet strength in the aftertaste.""  ",Notes: A blend that prominently includes India Monsooned Malabar and India Kaapi Royale wet-processed robusta. Coffee Express is a quality oriented specialty wholesale roaster founded in 1982.  Visit www.coffeeexpressco.com or call 734-459-4900 for more info.,"Who Should Drink It: In marketing terms, this is a polarizing coffee. On the basis of consumer cuppings I have organized, I would guess that most coffee drinkers would object to this coffee, but at least a few would admire its lush, over-the-top strangeness. ",6,7,7,8,7,,,48,0,2002,8,42.3712,-83.4675021,44.933143,7.540121
Old City Blend,Old City Coffee,84,"Philadelphia, Pennsylvania","Blind Assessment: Ken admires this blend's ""rich, powerful, low-toned acidity, fullish body, and dry chocolate nuance,"" but is distracted by ""a hint of bitter peanut tones and a cloying background flatness"" (rating 86). Chris is both more specific -- ""dark roast beans blended with very light roast, which hides the borderline past-crop flavor"" -- and more metaphoric: ""This coffee is hanging on for dear life with a shot of sweet wine adrenaline"" (rating 82). ",Notes: A blend of 94% medium-roasted India Plantation A and small amounts of darker roasted beans from other origins. Old City Coffee is a boutique specialty coffee roaster that promises roasting and shipping within 48 hours for Internet orders.  Visit www.oldcitycoffee.com or call 215-629-9292 for more info.,"Who Should Drink It: ""Past-crop flavor"" is a cuppers' term for a dull flatness, often intensified by woody or rope-like tones. The peanut tones Ken objects to probably derive from the very light-roasted component of the blend. However, both Ken and Chris acknowledge this coffee's foreground rich complexity, whether described as wine (Chris) or dry chocolate (Ken). ",6,8,6,7,7,,,60,0,2002,8,39.9527237,-75.1635262,44.933143,7.540121
India S795,Bikkimane Estate,85,India,"Blind Assessment: Ken admires this coffee's ""almost chewy dry chocolate or cocoa notes"" and its ""sweet, rich balance and well-integrated acidity,"" though he had reservations centering on ""a slight flatly potatoey, bitter mustiness"" (rating 85). Chris finds a positive and colorful way of describing the sample's unorthodox aromatics: ""Impressive variety of aroma in the cup, from honey baked bread to a sweet green-pepper spice, which caught me off guard at first. Finishes with smooth banana-muffin-like notes"" (rating 84).","Notes: Bikkimane Estate is located at an elevation of 3,600 to 3,800 feet in one of India's classic growing regions. From trees of Selection 795, a respected hybrid that includes the classic Indian Kents variety in its parentage. From the 2001-2002 crop. As a green coffee, winner of the top award for an arabica from its region in the 2002 Fine Cup competition in Bangalore, India. Currently not available in the United States. ","Who Should Drink It: If this coffee were available in the States, armchair tiebreakers willing to weigh in on its odd aromatic bouquet, which some professionals might label defective and others might accept, or even celebrate, as exotically interesting. ",6,7,6,8,7,,,44,0,2002,8,22.3511148,78.6677428,44.933143,7.540121
India MNEB,Bhagya Estate,85,"Bangalore, India","Blind Assessment: Ken: ""Fine balance of sweet, acidy and roasty tones, with a hint of flowers and bittersweet chocolate. The balance breaks up a bit in the rather bitter finish"" (rating 86). Chris: ""Slight pipe tobacco sweetness in the aroma. Smooth, fresh milk chocolate flavor with a hint of sweet jalapeno"" (rating 84).","Notes: Bhagya Estate is one of numerous estates associated with Tata Coffee, Asia's largest coffee company and a subsidiary of one of the world's largest tea companies. MNEB is an acronym for Mysore Nuggets Extra Bold, the top grade of India specialty coffee. From trees of Selection 795, a respected hybrid that includes the classic Indian Kents variety in its parentage. From the 2001-2002 crop. As a green coffee, winner of the top award for an arabica from its region in the 2002 Fine Cup competition in Bangalore, India. Currently not available in the United States. ","Who Should Drink It: Ken's reading emphasizes the bitter edge of the cup, Chris's the sweet, but either way they are describing a versatile coffee with some exotic complication.",6,7,6,7,8,,,43,0,2002,8,12.9767936,77.590082,44.933143,7.540121
Mountain Country Indian Kents Plantation A,Coffee Express,85,"Plymouth, Michigan","Blind Assessment: Ken: ""Round, balanced, quietly agreeable. A subdued roastiness is nicely enveloped in gently sweet fruit tones"" (rating 86). Chris also appreciates the sweet, round fruit, but objects to the notes Ken calls roasty, condemning them as ""woody"": ""Fragrant honey butter with a hint of a citric bite. However, the sweet creamy character gets lost in the woody nut tones of the finish"" (rating 83).","Notes: Plantation A is the highest bulk or ""non-specialty"" grade of India arabica coffee. Kents, selected by an Indian planter of that name in 1920, is one of the world's great varieties of arabica, but now little planted owing to its susceptibility to disease. Coffee Express is a quality oriented specialty wholesale roaster founded in 1982.  Visit www.coffeeexpressco.com or call 734-459-4900 for more info.","Who Should Drink It: If you believe Ken, a quiet, round, versatile coffee with something for everyone. If you believe Chris, drink it fast, enjoy the cup and forget the finish.",6,7,6,7,7,,,53,0,2002,8,42.3712,-83.4675021,44.933143,7.540121
India Dark Roast,Nandipura Coffee,86,"Bangalore, India","Blind Assessment:  Issues of roast rather than green coffee dominated reactions to this dark roast, with Ken leaning to the critical side and Chris to the positive. Ken: ""Impressively full-bodied, but  bitterly monotoned and heavy rather than round"" (rating 83). Chris acknowledges that ""most of the [attractive] India sweet pepper flavor has been roasted out of this one. However,"" he continues, ""it deserves merit for a skillful roast that brings out sweet creamy coconut tones without contributing a smoky flavor"" (rating 86).","Notes: Nandipura Coffee is a fifth-generation, family-owned coffee company. From the 2001/2002 crop.  Visit www.nandipuracoffee.com for more info.","Who Should Drink It: This heavy-bodied, authoritatively roasty coffee definitely should pull its weight in large quantities of milk. ",6,7,,8,7,,,36,0,2002,8,12.9767936,77.590082,44.933143,7.540121
India Full City Roast,Nandipura Coffee,86,"Bangalore, India","Blind Assessment:  Both Ken and Chris find the aromatics and body of this dark roast impressive but the finish distracting. Ken: ""Superb aroma, intense, sweet dark-roast character with shimmers of tart grapefruit and milk chocolate. The roast taste pleasantly dominates in the cup but turns charred in the finish"" (rating 84). Chris: ""Opens with nutty, caramel candy; smooth body in the cup. Cools to a touch of earthy, metallic flavor"" (rating 87).","Notes:  Nandipura Coffee is a fifth-generation, family-owned coffee company. From the 2001/2002 crop. Visit www.nandipuracoffee.com for more info.","Who Should Drink It: Those who will put up with a problematic finish for the sake of  an impressively aromatic, big-bodied dark-roast cup. ",6,8,6,8,8,,,45,0,2002,8,12.9767936,77.590082,44.933143,7.540121
India Jumboor Estate MNEB,Tata Coffee,90,"Bangalore, India","Blind Assessment: Ken's favorite in the cupping: ""Superb balance of dry and sweet tones. Crisp fruit notes suggest temperate fruit, perhaps pears. Slight but not entirely unpleasant bitterness in the finish"" (rating 90). Chris: ""The other stand-alone in the cupping, owing to its medium-intensity East-Africa-style acidity. Begins with suggestions of mandarin orange and dips toward a floral wine finish"" (rating 89).","Notes: Jumboor Estate is one of numerous estates associated with Tata Coffee, Asia's largest coffee company and a subsidiary of one of the world's largest tea companies. MNEB is an acronym for Mysore Nuggets Extra Bold, the top grade of India specialty coffee. From trees of Selection 795, a respected hybrid that includes the classic Indian Kents variety in its parentage. From the 2001-2002 crop. As a green coffee, winner of the top specialty coffee award in the 2002 Fine Cup competition in Bangalore, India. Currently not available in the United States. Visit www.tatatea.com for more information on the Tata corporation. Visit www.indiacoffee.org/iicf/22.html for more info.","Who Should Drink It: Lovers of sweetly dry exotic breakfast coffees looking for a distinguished variant on the theme. I settled on pears and Chris on mandarin orange, but we both admired the same exhilaratingly high-toned, crisp-yet-sweet fruit tones. ",4,8,7,6,,,,47,,2002,8,12.9767936,77.590082,22.3511148,78.6677428
India Badnekhan Estate,Devon Plantations,92,"Bangalore, India","Blind Assessment: ""Bright, acidy, but luxuriously sweet -- high-toned, citrusy fruit suggests grapefruit. Slightly astringent in the finish but richly so (rating 88)."" Chris really liked this coffee, awarding it a rating of 96: ""Started things off right with a mouthwatering floral and citrus aroma. Very much the lone wolf of the cupping owing to its winey Yirgacheffe/Kenya character.""","Notes: Badnekhan Estate is located in the classic Indian growing region of Chikmagalur at an elevation of around 4,000 feet. Produced from trees of the SLN 9 variety, a successful hybrid that incorporates an Ethiopian coffee variety in its heritage, which doubtless contributes to its exotic East Africa character. As a green coffee, winner of the top arabica coffee award in the 2002 Fine Cup competition in Bangalore, India. From the 2001-2002 crop. Currently not available in the United States. Visit www.indiacoffee.org/iicf/22.html for more info.","Who Should Drink It: Anyone interested in a style of India cup that makes a deliciously high-toned, fruity reference to the great coffees of East Africa, but remains singularly itself. ",4,9,8,7,,,,47,,2002,8,12.9767936,77.590082,22.3511148,78.6677428
Capricorn Blend Decaffeinated,Capricorn Coffees,83,"San Francisco, California","Blind Assessment: Dark roast in the classic bittersweet style, complicated by delicate floral, dry fruit and pipe tobacco notes. A distracting astringency dampens an otherwise balanced, complex dark-roast cup.","Notes: The coffees making up this blend were decaffeinated by the conventional or direct solvent method. Capricorn Coffees, founded in 1963, is one of the San Francisco Bay Area's oldest specialty roasting companies.  Visit www.capricorncoffees.com or call 800-541-0758 for more info.","Who Should Drink It: An agreeable dark roast for caffeine-avoiders, particularly those who take their coffee with milk, which will soften the profile and make it to fatten and blossom.",,7,6,6,8,,,0,0,2002,7,37.7790262,-122.419906,44.933143,7.540121
Decaf Sumatra,Starbucks Coffee,86,"Seattle, Washington","Blind Assessment: The darkish roast turns the fruit tones dry and crisply grapefruity. Some charred and perhaps musty notes, but when juxtaposed with the sweet fruit they read as a sort of pleasantly burned chocolate.","Notes: Offered in the ""Bold"" line of the Starbucks specialty menu, which means, among other things, that this coffee has been brought to something resembling the original Starbucks dark roast. Apparently decaffeinated by the conventional solvent method.  Visit www.starbucks.com or call 800-782-7282 for more info.","Who Should Drink It: Lovers of the old, hearty Starbucks dark-roast Sumatra cup will find this coffee a reasonably persuasive caffeine-free variation.",,8,,7,7,,,0,0,2002,7,47.6038321,-122.330062,44.933143,7.540121
Fair Trade Decaf Blend,Thanksgiving Coffee,86,"Fort Bragg, California","Blind Assessment: Rich, round and balanced, with a sweetly understated acidity. Not a lot of nuance, but a hint of mustiness reads as an agreeably peppery chocolate. The finish is smooth, clean and long.","Notes: Certified organically grown and Fair-Traded, meaning small-holding farmers have been paid an economically sustainable price for the coffees contained in this blend. Decaffeinated by the ""Swiss Water"" solvent-free method. Thanksgiving Coffee is one of the country's groundbreaking socially and environmentally progressive roasters, aiming to combine coffee quality with social and environmental responsibility long before such preoccupations became fashionable. Visit www.thanksgivingcoffee.com or call 800-648-6491 for more information.",Who Should Drink It: Outside the cup immaculately correct; in the cup understated enough to enjoy black but robust enough to handle quantities of milk.,,6,7,8,,,,0,0,2002,7,39.445723,-123.805294,,
Decaf Skye’s Mountain Blend,Batdorf & Bronson,87,"Olympia, Washington","Blind Assessment: Simple in terms of nuance but splendid structure: rich and pleasing balance of sweet and roasty tones with a pleasant shimmer of acidity and suggestions of citrus and pineapple. The roast tones are rather heavily bitter when the cup is hot, but soften and round beautifully as it cools.","Notes: Depending on origin, the components of this blend were processed either by the solvent or CO2 processes. Batdorf & Bronson is a leading wholesale artisan specialty roaster with roasting locations in both Olympia, Washington and Atlanta, Georgia. Visit www.batdorfcoffee.com or call 800-955-5282 for more information.",Who Should Drink It: A versatile coffee whose sturdy but expansive character when cool should make it particularly fine as a darker-roasted summer beverage taken over ice.,,8,7,,,,,0,0,2002,7,47.0451022,-122.8950075,1.4419683,38.4313975
Decaf Mexico Organic,Batdorf & Bronson,87,"Olympia, Washington","Blind Assessment: Intense, rich, straightforward. The aroma is deep-toned bittersweet chocolate with a slight roasty edge. Simplifies in the cup, perhaps under the impact of the roast, but expands again in the finish, with chocolate and hints of flowers.","Notes: Certified Organically grown and decaffeinated by the solvent-free Swiss Water method. Batdorf and Bronson is a leading wholesale artisan specialty roaster with roasting locations in both Olympia, Washington and Atlanta, Georgia. Visit www.batdorfcoffee.com or call 800-955-5282 for more information.","Who Should Drink It: This organic coffee's roasty, rounded power should carry through large quantities of milk.",,8,7,,,,,0,0,2002,7,47.0451022,-122.8950075,23.6585116,-102.0077097
Decaf Louisiana Blend Medium Dark,CC's Coffee,87,"Baton Rouge, Louisiana","Blind Assessment: Rich, almost disconcertingly distinct peanut tones dominate from aroma to finish. Supporting sweetness turns the peanut character agreeably fruity and chocolaty in the cup. ","Notes: Peanut tones are sometimes perceived as a flavor fault in coffee, but the peanut character that dominates this CC's blend is sweet, complex and agreeable. CC's Coffee is the upscale specialty line of Community Coffee, a distinguished family-owned coffee company founded in 1919.  Visit www.cc-coffee.com or call 800-535-9149 for more info.","Who Should Drink It: I could say lovers of Reese's Peanutbutter Cups, but that would misrepresent a sophisticated, unusual and refreshing coffee.",,7,7,8,7,,,0,0,2002,7,30.4507936,-91.1391153,44.933143,7.540121
Decaf Mocca Java,Starbucks Coffee,88,"Seattle, Washington","Blind Assessment: Dryly acidy but sweet, expansively fruity, distinctly floral. A crisp roastiness turns the fruit toward chocolate. Only a very slight bitter astringency mars this otherwise luxuriously exotic cup.","Notes: Offered in the ""Smooth"" line of the Starbucks specialty menu, which implies, among other things, a moderate but not aggressive dark-roast style. However you spell Mocca, Moka, Mocha, or Moca, Mocca Java is the world's earliest blend, originally combining acidy, fruity coffee from southern Arabia shipped through the port of Mocha with full-bodied, lower-toned coffee from Java. This version, which replaces the inconsistent Yemen with the very similar cupping Ethiopia Harrar, was decaffeinated by the ""Swiss Water"" solvent-free method. Visit www.starbucks.com or call 800-782-7282 for more info.","Who Should Drink It: The quintessential romantic's coffee, glamorous both in history and cup.",,7,7,7,8,,,0,0,2002,7,47.6038321,-122.330062,44.933143,7.540121
Colombia Dark Roast Decaf,CC's Coffee,88,"Baton Rouge, Louisiana","Blind Assessment:  Wonderfully robust balance of sweet, roasty, and roundly acidy tones, with sweetness in the ascendancy. Some fruity complication, but the main appeal is pure, classic Latin-America coffee expression. The dark roast rounds and sweetens the acidity but leaves little bitterness behind.  ","Notes: This very characteristic Colombia was decaffeinated by the conventional or direct solvent method. CC's Coffee is the upscale specialty line of Community Coffee, a distinguished family-owned coffee company founded in 1919.  Visit www.cc-coffee.com or call 800-800-535-9149 for more info.",Who Should Drink It:  Lovers of the big Latin-America classic cup with the acidity discreetly tamed by the roast.,4,7,7,7,7,,,40,46,2002,7,30.4507936,-91.1391153,44.933143,7.540121
Decaf,Koffie Kàn,88,"Wenduine, Belgium","Blind Assessment: This extreme light-roasted coffee displays the nutty, brisk character of light to medium roasts, but adds an impressive sweetness and richness that less skillfully executed light roasts fail to deliver. Intensely but sweetly acidy; chocolate and nut notes in the aroma, dry fruit and pipe tobacco in the finish.","Notes: Koffie Kàn, a small coffee roaster in Belgium, makes use of a computer-controlled, slow-roasting method it calls DYCOLOTE roasting. Roasting is most challenging at the two extremes of the roast range, the light and the dark. I have not tasted an extreme light roast that develops as much sweetness and complexity as this one. Decaffeinated by what Koffie Kàn describes as the ""thermal"" method.  Visit www.koffiekan.be for more info.",Who Should Drink It: Anyone who wants to experience how refreshing and exhilarating a really fine extreme light-roasted coffee can be. ,,8,8,7,8,,,0,0,2002,7,51.299095,3.0794343,44.933143,7.540121
Ethiopia Sidamo Decaffeinated,Capricorn Coffees,89,"San Francisco, California","Blind Assessment: Sweet floral and lemon tones shimmer above rather bitterly pungent bottom notes. The combination of juicy sweetness and pungent bitterness nets a sensation almost pineapple-like in its bracing contradiction. The pungent bottom notes, always present in Sidamos, are heavier than usual here, perhaps owing to the vicissitudes of decaffeination, though they settle and soften as the cup cools. ","Notes: Its explosive floral and citrus tones arguably make Ethiopia Sidamo (as well as its more geographically limited cousin, Yirgacheffe) the world's most distinctive coffee. This Sidamo was decaffeinated by the conventional or direct solvent method. Capricorn Coffees, founded in 1963, is one of the San Francisco Bay Area's oldest specialty roasting companies. Visit www.capricorncoffees.com or call 800-541-0758 for more info.","Who Should Drink It: Excellent drip coffee for caffeine-avoiding coffee romantics, and a fragrant, lemony candidate for brewing as iced coffee.",,8,7,7,8,,,0,0,2002,7,37.7790262,-122.419906,44.933143,7.540121
Sumatra Mandheling Decaf,CC's Coffee,92,"Baton Rouge, Louisiana","Blind Assessment: Masterpiece of understated balance and completeness: sweetly acidy with a slight edge of crisp roastiness. Some chocolate-toned fruit, but the main appeal of this coffee is its resounding depth and flawless balance of roast and coffee. The finish is as long, rich and quietly complex as any I can remember.","Notes: Mandheling is Sumatra's classic growing region, although the cleanly sweet, fruity tones of this coffee are a bit atypical for Mandhelings and may be owing in part to the impact of the decaffeination process, in the case the conventional or direct solvent method. CC's Coffee is the upscale specialty line of Community Coffee, a distinguished family-owned coffee company founded in 1919.  Visit www.cc-coffee.com or call 800-535-9149 for more info.",Who Should Drink It: Easy-going perfectionists.  ,4,7,7,8,,,,39,45,2002,7,30.4507936,-91.1391153,-2.4833826,117.8902853
Costa Rica Lomas al Rio Organic,PT's Coffee Roasting Co.,82,"Topeka, Kansas","Blind Assessment: Ken (rating 81) reports: ""Full-bodied, rather rich, but simple, with little nuance and a hint of bagginess."" Kevin (rating 82): ""Nice body, but the quakery appearance of the beans is reflected in a rather dull cup. Roasted at or past its limit given the modest inherent acidity of the green coffee.""","Notes: Certified organically grown and Bird Friendly. PT's is a quality-oriented wholesale/retail specialty roaster whose motto is ""without the love, it's just coffee."" Visit www.ptscoffee.com or call 888-678-5282 for more information.","Who Should Drink It: Those who enjoy a heavy bodied, rich but muted cup.",4,7,7,8,,,,52,48,2002,6,39.049011,-95.677556,10.2735633,-84.0739102
Costa Rica Tarrazu,CoffeeMaria,84,"Hanover Park, Illinois","Blind Assessment: Ken (rating 82) praises this coffee's ""powerful acidity, big body, rich, wine-toned fruit,"" but complains ""the acidity may be a touch bitter, finish astringent."" Kevin (rating 85) is succinctly affirmative: ""Caramel, nice acid-body balance, plush, simple, pure.""","Notes: Coffeemaria is a boutique micro-roaster that, via its website, sells coffee roasted to order and same-day shipped. Visit www.coffeemaria.com or call 630-289-4496 for more info.","Who Should Drink It: Those who enjoy a classically simple, acidy, slightly fruity American-style breakfast cup.",4,7,7,7,7,,,47,41,2002,6,41.9994722,-88.1450735,44.933143,7.540121
Costa Rica Tres Volcanos,Polly's Gourmet Coffee,85,"Long Beach, California","Blind Assessment: Ken (rating 85) writes: ""Simple and without nuance, but agreeably envelops pungent roasty and crisply acidy tones in a fundamental sweetness."" Kevin (rating 84): ""Some liveliness, substantial body. Correct but forgettable.""","Notes: Polly's Gourmet Coffee, founded in 1976, is a pioneering Southern California specialty roaster. Polly's has stayed true to the original vision of specialty coffee: one store, one roasting machine, one coffee guy, zero stockholders. Visit www.pollys.com or call 562-433-2996 for more info.","Who Should Drink It: Those who enjoy a straightforward, mildly acidy cup with a roasty edge. May be forgettable, but it is enjoyable.",6,7,7,7,7,,,45,0,2002,6,33.7690164,-118.191604,44.933143,7.540121
Costa Rica La Luna Tarrazu,Alpen Sierra,86,"South Lake Tahoe, California","Blind Assessment: Ken (rating 86) writes: ""Sweet, round, with an agreeable balance of dry acidy notes and rich roastiness. Perhaps a bit shallow in range and dimension."" Kevin (rating 85): ""A dark roast that hits the 'sweet spot' of old-style Peet's/Starbucks roasting. Acidity in a supporting role but still present, luscious body and noteworthy complexity, all a testament to excellent green coffee and skillful roasting."" ","Notes: La Luna (""the moon"" in Spanish) is a farm operated by the Seevers family. Alpen Sierra is a quality-oriented, retail/wholesale specialty roaster serving the Lake Tahoe region and beyond. Visit www.alpensierra.com or call 800-531-1405 for more info.","Who Should Drink It: ""Plunger pot coffee par excellence,"" according to Kevin.",6,7,7,7,,,,0,43,2002,6,38.9332411,-119.9843482,10.2735633,-84.0739102
Costa Rica La Magnolia,Flying Goat Coffee,86,"Healdsburg, California","Blind Assessment: Ken (rating 86) writes: ""Sweetly acidy and floral, with roasty chocolate notes - think chocolate-covered flowers. Acidity may be a touch overbearing, finish a bit heavy."" Kevin (rating 86) is not excited: ""Medium-bodied, straightforward, a bit dusty and chalky."" ","Notes: This coffee is grown on one of numerous small, well manicured coffee farms on the eastern outskirts of San Jose, Costa Rica's capital.  It is from the current year's crop. Flying Goat Coffee is a boutique retail/wholesale roaster located in the wine country of northern California. Visit www.flyinggoatcoffee.com or call 800-675-3599 for more info.","Who Should Drink It: Those patient enough to wait three or four months, at which time this perhaps too fresh coffee may soften and expand to its full promise. Not sure why I got chocolate and Kevin got chalk, however.",4,7,7,7,,,,50,47,2002,6,38.6298355,-122.85900211842105,10.2735633,-84.0739102
"Costa Rica Whole Bean, Espresso Roast",Café Britt,87,"Heredia, Costa Rica","Blind Assessment: Ken (rating 87) praises this ""high-toned, crisply balanced dark roast with a shimmer of grapefruit in the nose and chocolate in the cup."" Kevin (rating 87) also likes it: ""Excellent deep-but-not-dark-roast coffee. Syrupy depth, creamy body, good supporting acidity, rich cocoa and nut flavors.""","Notes: Café Britt is a pioneering Costa-Rica-based specialty coffee roaster that successfully combines coffee tourism at its mill outside San Jose, Costa Rica with production of skillfully sourced and roasted Costa Rica coffee. Visit www.cafebritt.com or call 800-462-7488 for more info.",Who Should Drink It: Those who enjoy a balanced roast taste that complements rather than dominates the coffee. ,4,8,7,7,8,,,45,41,2002,6,10.376781300000001,-84.01397213865732,44.933143,7.540121
Costa Rican Escazu,Neighbors Coffee,88,"Oklahoma City, Oklahoma","Blind Assessment: For Ken (rating 87), ""clean, crisp, but rich. Chocolate in the nose, flowers and citrus in the cup."" Kevin (rating 89) writes: ""Caramel and nut, fresh, clean, sweet. Not a powerhouse, but subtle, velvety and elegant - all Costa Rica virtues.""","Notes: Escazu is a western suburb of San Jose, Costa Rica's capital.  Over the past three decades Neighbors Coffee has evolved from office coffee service to major regional wholesale specialty roaster offering an impressive range of single-origin and blended coffees. Visit www.neighborscoffee.com or call 800-299-9016 for more info.",Who Should Drink It: Lovers of simple clothing cut from rich materials. ,4,7,7,7,8,,,47,44,2002,6,35.4729886,-97.5170536,44.933143,7.540121
"Costa Rica La Magnolia, 2000/01 crop",Flying Goat Coffee,88,"Healdsburg, California","Blind Assessment: Ken's favorite (rating 90) in the cupping: ""Richly acidy and roundly sweet. Grace notes suggest cocoa swooning toward lushly fruity pipe tobacco."" Kevin (rating 86) seems a bit put off by its departure from the Costa Rica norm: ""Lovely caramel aroma, medium-full body, lush bittersweet chocolate flavors that made me wonder which part of Guatemala this Costa Rica was grown in. Hedonistic rather than cerebral in its appeal; delightfully atypical.""","Notes: This coffee, from last year's crop, is grown on one of numerous small, well manicured farms on the eastern outskirts of San Jose, Costa Rica's capital.  It came through rather well, perhaps because it was stored in the relatively cool, almost ideal coffee-storing climate of the San Francisco Bay Area. Flying Goat Coffee is a boutique retail/wholesale roaster located in the wine country of northern California. Visit www.flyinggoatcoffee.com or call 800-675-3599 for more info.","Who Should Drink It: Hedonists, obviously, and I guess I'm one, given my high rating of this sweet, complex coffee. ",4,8,8,7,8,,,49,47,2002,6,38.6298355,-122.85900211842105,44.933143,7.540121
Costa Rica Tres Rios,Bucks County Coffee,88,"Langhorne, Pennsylvania","Blind Assessment: For Ken (rating 86) this coffee is ""classic but rather blunt. Pear and caramel notes in the nose but little nuance in the cup."" Kevin (rating 90) acknowledges its limitations, but admires it greatly nonetheless: ""Floral and caramel aromatic notes, medium-full body. Not complex but beautifully balanced, showing further sweetness as it cools.""",Notes: Bucks County Coffee has managed to stay close to its micro-roasting roots throughout its expansion from a small roasting machine in a carriage house to one of the country's largest regional specialty coffee chains.  Visit www.buckscountycoffee.com or call 800-844-8790 for more info.,"Who Should Drink It: Classicists who value the simple, intact gesture over the complex and ambiguous. ",4,8,7,8,,,,53,46,2002,6,40.1745538,-74.9226665,10.2735633,-84.0739102
"Costa Rica Whole Bean, Light Roast",Café Britt,90,"Heredia, Costa Rica","Blind Assessment: A consensus pick. ""Cherry- and red-wine-toned fruit; big, rich, full, round, resonant,"" according to Ken (rating 89). Kevin (rating 91) writes: ""Tarrazu-style winy fruit, with floral and caramel notes on the break. Complex and balanced, with nuances of butter caramel, maple and cocoa powder. Great length, resonant, artfully roasted.""","Notes: Café Britt is a pioneering Costa-Rica-based specialty coffee roaster that successfully combines coffee tourism at its mill outside San Jose, Costa Rica with production of skillfully sourced and roasted Costa Rica coffee. Visit www.cafebritt.com or call 800-462-7488 for more info.","Who Should Drink It: A classic coffee drinker's classic coffee: displays both the big, resonant dimension of a great Costa Rica with refreshing, fruity complication.",3,8,8,8,,,,55,48,2002,6,10.376781300000001,-84.01397213865732,10.2735633,-84.0739102
Fazenda Sao Domingos,Diedrich Coffee,89,"Irvine, California","Blind Assessment: Bright and crisp but delicately sweet. An unusual but quite appealing combination of chocolate and grapefruit tones makes its invigorating, seductive presence felt from nose to finish.","Notes: As a green coffee, a 2001 Brazil Cup of Excellence competition winner. This coffee, from the classic Brazilian growing region of south Minas Gerais, is a pulped natural or semi-dry-processed coffee, meaning the skin was removed from the fruit but the fruit pulp was allowed to remain clinging to the beans during drying. The pulped natural method generally produces a low-key but gently bright, often fruity cup. Diedrich Coffee is a publicly traded, quality-oriented specialty chain headquartered in California that benefits from the coffee leadership of Martin Diedrich, a third-generation member of a family of coffee growers and roasters.  Visit www.diedrich.com or call 800-354-JAVA for more info.","Who Should Drink It: Rich dessert eaters. This subtle, tart-but-sweet, refreshing coffee should nicely balance full-bore pastries and desserts. ",3,7,8,7,,,,55,60,2002,5,33.6856969,-117.8259819,-10.3333333,-53.2
